0	0	0	0	0.002858613	0.004098879	0.009252081	0.015824353	0.021188175	0.028399646	0.047317505	0.089086072	0.128912298	0.12635225	0.142042969	0.130578397	0.090050679	0.060983814	0.039281213	0.026203584	0.016053467	0.010853694	0.005486837	0.002785973	0.001241724	0.001038146	0.00010963	0	0	0
5.69E-05	0.00041319	0.001297249	0.002031629	0.005600311	0.008497104	0.013037796	0.023183748	0.034967527	0.051387172	0.062906604	0.08801199	0.11433965	0.119605186	0.115494527	0.110441402	0.087938795	0.061302939	0.04422469	0.027392627	0.01554677	0.00757334	0.003463116	0.000713866	0.000371682	0	0	0.000132182	0	0
0	0	0.000120834	0.000465819	0.000966868	0.00236953	0.007097526	0.012556691	0.024091904	0.036221327	0.068677073	0.089220343	0.104000714	0.122973559	0.130103724	0.107356483	0.09375981	0.075507888	0.051027163	0.035266627	0.020164438	0.009316221	0.006578076	0.001735104	0.000234572	0.000187707	0	0	0.00E+00	0
0	0	0	0	0.000634635	0.001604322	0.003199506	0.006132859	0.012130969	0.028605709	0.04630809	0.074126942	0.105164577	0.134278145	0.156015456	0.135630856	0.099649946	0.075058069	0.048595993	0.035361932	0.017513024	0.008344743	0.004307888	0.000384225	0.000331398	0	0	0	0	0
0.00006183	0.00002613	0.00017643	0.0020623	0.00132086	0.00375272	0.00456313	0.00700367	0.01244948	0.01861059	0.0275179	0.03869265	0.05498683	0.06688669	0.09891043	0.11073378	0.12915881	0.11791853	0.11552664	0.07654008	0.05351873	0.02972558	0.01753897	0.00635775	0.00362964	0.001196	0.00073456	0.00039173	0.00000757	0
0	0	0	0	0.00009492	0.00028547	0.00030053	0.00083032	0.0045614	0.01157256	0.02587163	0.05392135	0.07923755	0.10920354	0.14507587	0.15661906	0.13477121	0.11335615	0.07433542	0.04681813	0.02440027	0.01055082	0.00522513	0.00193119	0.00084908	0.00010681	0.00008158	0	0	0
0	0	0	0	0.00003414	0.00011655	0.00016764	0.00534564	0.01369091	0.02834904	0.04720723	0.06611386	0.07830826	0.08755411	0.10750566	0.12292491	0.12168692	0.11110283	0.08797148	0.06504936	0.0378006	0.01564228	0.00288331	0.00054527	0	0	0	0	0	0
0	0	0	0	0	0.00004263	0.00112359	0.00373145	0.00849603	0.02037416	0.03186843	0.05595914	0.07642929	0.10618548	0.12679513	0.14671623	0.13123226	0.11474946	0.08100882	0.04836244	0.02783131	0.01120167	0.00384802	0.00238405	0.00119247	0.00031196	0.00015598	0	0	0
0	0	0	0.00001693	0.00062993	0.0011568	0.0019055	0.00425367	0.0083223	0.0193293	0.03591503	0.05210979	0.07146347	0.08518415	0.10558652	0.12214128	0.12456695	0.11630316	0.09306468	0.07136512	0.04236164	0.02502773	0.01276618	0.00490127	0.00130721	0.0003029	0.00001851	0	0	0
0	0	0.00003634	0.00002579	0.0001499	0.00029068	0.0024777	0.00762743	0.0142155	0.02597817	0.0399477	0.0554592	0.07632065	0.09553712	0.11979386	0.1169942	0.11086288	0.08997223	0.07217222	0.05923567	0.04746299	0.03216738	0.01906529	0.01048373	0.00294832	0.00074449	0.00003056	0	0	0
0	0	0	0	0.00005468	0.00008606	0.00065314	0.00071004	0.00367376	0.00691419	0.01811289	0.04585715	0.07484939	0.1229135	0.1526858	0.15260136	0.11624961	0.08636865	0.07348496	0.05804738	0.04181198	0.02213207	0.01189601	0.00695372	0.00255267	0.00100299	0.00022445	0.0001425	0.00002106	0
0.00004524	0.0000673	0.00003575	0.00012023	0.00025228	0.00068603	0.00183283	0.00328673	0.00691051	0.01552503	0.02710522	0.0417022	0.07688037	0.11561941	0.15664663	0.16038364	0.13110034	0.10018598	0.06549674	0.0460871	0.02680219	0.0131443	0.00571428	0.00237646	0.00064977	0.00058893	0.00023392	0.00015088	0.0001924	0.00004152
0.0000689	0.00007947	0.00007907	0.00018305	0.00088504	0.0010333	0.00250572	0.00615712	0.012659	0.02159639	0.03411586	0.04730266	0.06537356	0.08954097	0.10775096	0.13225976	0.13369274	0.12127185	0.08983437	0.06149914	0.0364037	0.01722195	0.00996513	0.00419976	0.00225076	0.00133671	0.0004306	0	0.00015124	0.00007562
0.00011976	0.00020245	0.00015342	0.00032259	0.00073172	0.00218845	0.00365038	0.00862929	0.00641484	0.01191158	0.01972885	0.02904185	0.04175793	0.06563324	0.10121019	0.11670773	0.13579866	0.13523476	0.12837155	0.08785332	0.0562343	0.02576104	0.01400444	0.00522501	0.0027649	0.00030615	0.00001529	0.00002631	0	0
0	0.00047568	0.00053776	0.0002648	0.00053525	0.00147498	0.00081518	0.00244705	0.00648065	0.01205523	0.01752261	0.03611624	0.06133164	0.08904809	0.12334013	0.12091316	0.13472882	0.12728649	0.11581551	0.07164469	0.04225768	0.02112216	0.0086504	0.00266604	0.00129242	0.00076419	0.00020656	0	0.00020656	0
0.00E+00	0	0	0.00006459	0.00003393	0.00014545	0.00063858	0.00232426	0.00401377	0.00848601	0.01188796	0.01995475	0.04022898	0.04808357	0.08694111	0.12295915	0.17139318	0.15865257	0.13269072	0.0918466	0.05553962	0.02442264	0.01133507	0.00595411	0.00231861	8.48E-05	0	0	0	0
